country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Austria,AT,AUT,8858775,02/07/2020,69,7,Country_Website
Belgium,BE,BEL,11455519,02/07/2020,187,35,Country_Website
Bulgaria,BG,BGR,7000039,02/07/2020,446,32,External_Github
Croatia,HR,HRV,4076246,02/07/2020,84,,Country_Website
Czechia,CZ,CZE,10649800,02/07/2020,72,11,Country_Website
Denmark,DK,DNK,5806081,02/07/2020,29,9,Country_Website
Estonia,EE,EST,1324820,02/07/2020,2,1,Country_API
France,FR,FRA,67012883,02/07/2020,8103,545,Country_Website
Hungary,HU,HUN,9772756,02/07/2020,157,8,JRC
Iceland,IS,ISL,356991,02/07/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,02/07/2020,18,10,Country_Website
Italy,IT,ITA,60359546,02/07/2020,1045,82,Country_Github
Latvia,LV,LVA,1919968,02/07/2020,4,,Surveillance
Luxembourg,LU,LUX,613894,02/07/2020,22,3,Country_Website
Malta,MT,MLT,493559,02/07/2020,,0,Surveillance
Netherlands,NL,NLD,17282163,02/07/2020,,38,Other Website
Norway,NO,NOR,5328212,02/07/2020,19,,Country_API
Poland,PL,POL,37972812,02/07/2020,1787,,Surveillance
Portugal,PT,PRT,10276617,02/07/2020,510,77,Country_Website
Romania,RO,ROU,19414458,02/07/2020,,237,Country_Website
Slovakia,SK,SVK,5450421,02/07/2020,14,,JRC
Slovenia,SI,SVN,2080908,02/07/2020,9,0,Country_Github
United Kingdom,UK,GBR,66647112,02/07/2020,2848,,Country_Website
Austria,AT,AUT,8858775,01/07/2020,74,9,Country_Website
Belgium,BE,BEL,11455519,01/07/2020,203,36,Country_Website
Bulgaria,BG,BGR,7000039,01/07/2020,435,32,External_Github
Croatia,HR,HRV,4076246,01/07/2020,80,,Country_Website
Czechia,CZ,CZE,10649800,01/07/2020,75,10,Country_Website
Denmark,DK,DNK,5806081,01/07/2020,29,11,Country_Website
Estonia,EE,EST,1324820,01/07/2020,3,1,Country_API
Finland,FI,FIN,5517919,01/07/2020,24,0,External_Github
France,FR,FRA,67012883,01/07/2020,8291,554,Country_Website
Hungary,HU,HUN,9772756,01/07/2020,169,8,JRC
Iceland,IS,ISL,356991,01/07/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,01/07/2020,21,12,Country_Website
Italy,IT,ITA,60359546,01/07/2020,1112,87,Country_Github
Latvia,LV,LVA,1919968,01/07/2020,5,,Surveillance
Luxembourg,LU,LUX,613894,01/07/2020,16,2,Country_Website
Malta,MT,MLT,493559,01/07/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,01/07/2020,,36,Other Website
Norway,NO,NOR,5328212,01/07/2020,17,,Country_API
Poland,PL,POL,37972812,01/07/2020,1923,,Surveillance
Portugal,PT,PRT,10276617,01/07/2020,503,79,Country_Website
Romania,RO,ROU,19414458,01/07/2020,,222,Country_Website
Slovakia,SK,SVK,5450421,01/07/2020,20,,JRC
Slovenia,SI,SVN,2080908,01/07/2020,8,0,Country_Github
United Kingdom,UK,GBR,66647112,01/07/2020,2969,,Country_Website
Austria,AT,AUT,8858775,30/06/2020,64,6,Country_Website
Belgium,BE,BEL,11455519,30/06/2020,222,37,Country_Website
Bulgaria,BG,BGR,7000039,30/06/2020,434,31,External_Github
Croatia,HR,HRV,4076246,30/06/2020,75,,Country_Website
Czechia,CZ,CZE,10649800,30/06/2020,71,11,Country_Website
Estonia,EE,EST,1324820,30/06/2020,4,1,Country_API
France,FR,FRA,67012883,30/06/2020,8491,574,Country_Website
Hungary,HU,HUN,9772756,30/06/2020,169,9,JRC
Iceland,IS,ISL,356991,30/06/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,30/06/2020,21,13,Country_Website
Italy,IT,ITA,60359546,30/06/2020,1183,93,Country_Github
Latvia,LV,LVA,1919968,30/06/2020,7,,Surveillance
Luxembourg,LU,LUX,613894,30/06/2020,18,2,Country_Website
Malta,MT,MLT,493559,30/06/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,30/06/2020,,40,Other Website
Norway,NO,NOR,5328212,30/06/2020,18,,Country_API
Poland,PL,POL,37972812,30/06/2020,1811,,Surveillance
Portugal,PT,PRT,10276617,30/06/2020,491,73,Country_Website
Romania,RO,ROU,19414458,30/06/2020,,205,Country_Website
Slovakia,SK,SVK,5450421,30/06/2020,19,,JRC
Slovenia,SI,SVN,2080908,30/06/2020,8,0,Country_Github
United Kingdom,UK,GBR,66647112,30/06/2020,3150,,Country_Website
Austria,AT,AUT,8858775,29/06/2020,74,8,Country_Website
Belgium,BE,BEL,11455519,29/06/2020,244,41,Country_Website
Bulgaria,BG,BGR,7000039,29/06/2020,423,25,External_Github
Croatia,HR,HRV,4076246,29/06/2020,65,,Country_Website
Czechia,CZ,CZE,10649800,29/06/2020,69,11,Country_Website
Estonia,EE,EST,1324820,29/06/2020,4,1,Country_API
Finland,FI,FIN,5517919,29/06/2020,23,0,External_Github
France,FR,FRA,67012883,29/06/2020,8643,591,Country_Website
Hungary,HU,HUN,9772756,29/06/2020,170,9,JRC
Iceland,IS,ISL,356991,29/06/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,29/06/2020,22,12,Country_Website
Italy,IT,ITA,60359546,29/06/2020,1216,96,Country_Github
Latvia,LV,LVA,1919968,29/06/2020,7,,Surveillance
Luxembourg,LU,LUX,613894,29/06/2020,16,2,Country_Website
Malta,MT,MLT,493559,29/06/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,29/06/2020,,41,Other Website
Norway,NO,NOR,5328212,29/06/2020,18,,Country_API
Poland,PL,POL,37972812,29/06/2020,1797,,Surveillance
Portugal,PT,PRT,10276617,29/06/2020,489,71,Country_Website
Slovakia,SK,SVK,5450421,29/06/2020,15,,JRC
Slovenia,SI,SVN,2080908,29/06/2020,8,0,Country_Github
United Kingdom,UK,GBR,66647112,29/06/2020,3495,,Country_Website
Austria,AT,AUT,8858775,28/06/2020,71,9,Country_Website
Belgium,BE,BEL,11455519,28/06/2020,237,36,Country_Website
Bulgaria,BG,BGR,7000039,28/06/2020,423,20,External_Github
Croatia,HR,HRV,4076246,28/06/2020,60,,Country_Website
Czechia,CZ,CZE,10649800,28/06/2020,66,14,Country_Website
Estonia,EE,EST,1324820,28/06/2020,5,1,Country_API
France,FR,FRA,67012883,28/06/2020,8727,594,Country_Website
Hungary,HU,HUN,9772756,28/06/2020,172,9,JRC
Iceland,IS,ISL,356991,28/06/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,28/06/2020,20,11,Country_Website
Italy,IT,ITA,60359546,28/06/2020,1258,98,Country_Github
Latvia,LV,LVA,1919968,28/06/2020,7,,Surveillance
Luxembourg,LU,LUX,613894,28/06/2020,11,2,Country_Website
Malta,MT,MLT,493559,28/06/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,28/06/2020,,41,Other Website
Poland,PL,POL,37972812,28/06/2020,1845,,Surveillance
Portugal,PT,PRT,10276617,28/06/2020,458,75,Country_Website
Romania,RO,ROU,19414458,28/06/2020,,217,Country_Website
Slovakia,SK,SVK,5450421,28/06/2020,15,,JRC
Slovenia,SI,SVN,2080908,28/06/2020,7,0,Country_Github
United Kingdom,UK,GBR,66647112,28/06/2020,3314,,Country_Website
Austria,AT,AUT,8858775,27/06/2020,71,10,Country_Website
Belgium,BE,BEL,11455519,27/06/2020,237,34,Country_Website
Bulgaria,BG,BGR,7000039,27/06/2020,392,18,External_Github
Croatia,HR,HRV,4076246,27/06/2020,54,,Country_Website
Czechia,CZ,CZE,10649800,27/06/2020,61,11,Country_Website
Estonia,EE,EST,1324820,27/06/2020,4,1,Country_API
France,FR,FRA,67012883,27/06/2020,8715,594,Country_Website
Hungary,HU,HUN,9772756,27/06/2020,174,11,JRC
Iceland,IS,ISL,356991,27/06/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,27/06/2020,22,11,Country_Website
Italy,IT,ITA,60359546,27/06/2020,1357,97,Country_Github
Latvia,LV,LVA,1919968,27/06/2020,7,,Surveillance
Luxembourg,LU,LUX,613894,27/06/2020,13,1,Country_Website
Malta,MT,MLT,493559,27/06/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,27/06/2020,,45,Other Website
Poland,PL,POL,37972812,27/06/2020,1869,,Surveillance
Portugal,PT,PRT,10276617,27/06/2020,442,70,Country_Website
Romania,RO,ROU,19414458,27/06/2020,,199,Country_Website
Slovakia,SK,SVK,5450421,27/06/2020,15,,JRC
Slovenia,SI,SVN,2080908,27/06/2020,8,0,Country_Github
United Kingdom,UK,GBR,66647112,27/06/2020,3290,,Country_Website
Austria,AT,AUT,8858775,26/06/2020,70,10,Country_Website
Belgium,BE,BEL,11455519,26/06/2020,247,36,Country_Website
Bulgaria,BG,BGR,7000039,26/06/2020,384,16,External_Github
Croatia,HR,HRV,4076246,26/06/2020,51,,Country_Website
Czechia,CZ,CZE,10649800,26/06/2020,63,10,Country_Website
Denmark,DK,DNK,5806081,26/06/2020,31,11,Country_Website
Estonia,EE,EST,1324820,26/06/2020,4,1,Country_API
Finland,FI,FIN,5517919,26/06/2020,24,1,External_Github
France,FR,FRA,67012883,26/06/2020,8841,606,Country_Website
Hungary,HU,HUN,9772756,26/06/2020,179,13,JRC
Iceland,IS,ISL,356991,26/06/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,26/06/2020,26,12,Country_Website
Italy,IT,ITA,60359546,26/06/2020,1461,105,Country_Github
Latvia,LV,LVA,1919968,26/06/2020,8,,Surveillance
Luxembourg,LU,LUX,613894,26/06/2020,9,1,Country_Website
Malta,MT,MLT,493559,26/06/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,26/06/2020,,50,Other Website
Norway,NO,NOR,5328212,26/06/2020,20,,Country_API
Poland,PL,POL,37972812,26/06/2020,1933,,Surveillance
Portugal,PT,PRT,10276617,26/06/2020,457,67,Country_Website
Romania,RO,ROU,19414458,26/06/2020,,186,Country_Website
Slovakia,SK,SVK,5450421,26/06/2020,14,,JRC
Slovenia,SI,SVN,2080908,26/06/2020,8,1,Country_Github
United Kingdom,UK,GBR,66647112,26/06/2020,3367,,Country_Website
Austria,AT,AUT,8858775,25/06/2020,71,11,Country_Website
Belgium,BE,BEL,11455519,25/06/2020,256,38,Country_Website
Bulgaria,BG,BGR,7000039,25/06/2020,390,16,External_Github
Croatia,HR,HRV,4076246,25/06/2020,42,,Country_Website
Czechia,CZ,CZE,10649800,25/06/2020,67,12,Country_Website
Denmark,DK,DNK,5806081,25/06/2020,36,9,Country_Website
Estonia,EE,EST,1324820,25/06/2020,5,1,Country_API
France,FR,FRA,67012883,25/06/2020,9096,623,Country_Website
Hungary,HU,HUN,9772756,25/06/2020,182,13,JRC
Iceland,IS,ISL,356991,25/06/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,25/06/2020,30,12,Country_Website
Italy,IT,ITA,60359546,25/06/2020,1618,103,Country_Github
Latvia,LV,LVA,1919968,25/06/2020,8,,Surveillance
Luxembourg,LU,LUX,613894,25/06/2020,13,1,Country_Website
Malta,MT,MLT,493559,25/06/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,25/06/2020,,56,Other Website
Norway,NO,NOR,5328212,25/06/2020,18,,Country_API
Poland,PL,POL,37972812,25/06/2020,1974,,Surveillance
Portugal,PT,PRT,10276617,25/06/2020,436,67,Country_Website
Romania,RO,ROU,19414458,25/06/2020,,199,Country_Website
Slovakia,SK,SVK,5450421,25/06/2020,20,,JRC
Slovenia,SI,SVN,2080908,25/06/2020,7,2,Country_Github
United Kingdom,UK,GBR,66647112,25/06/2020,3589,,Country_Website
Austria,AT,AUT,8858775,24/06/2020,70,11,Country_Website
Belgium,BE,BEL,11455519,24/06/2020,268,40,Country_Website
Bulgaria,BG,BGR,7000039,24/06/2020,362,13,External_Github
Croatia,HR,HRV,4076246,24/06/2020,18,,Country_Website
Czechia,CZ,CZE,10649800,24/06/2020,78,13,Country_Website
Denmark,DK,DNK,5806081,24/06/2020,33,8,Country_Website
Estonia,EE,EST,1324820,24/06/2020,7,2,Country_API
Finland,FI,FIN,5517919,24/06/2020,22,2,External_Github
France,FR,FRA,67012883,24/06/2020,9254,630,Country_Website
Hungary,HU,HUN,9772756,24/06/2020,183,13,JRC
Iceland,IS,ISL,356991,24/06/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,24/06/2020,37,9,Country_Website
Italy,IT,ITA,60359546,24/06/2020,1717,107,Country_Github
Latvia,LV,LVA,1919968,24/06/2020,8,,Surveillance
Luxembourg,LU,LUX,613894,24/06/2020,13,0,Country_Website
Malta,MT,MLT,493559,24/06/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,24/06/2020,,56,Other Website
Norway,NO,NOR,5328212,24/06/2020,16,,Country_API
Poland,PL,POL,37972812,24/06/2020,1965,,Surveillance
Portugal,PT,PRT,10276617,24/06/2020,429,73,Country_Website
Romania,RO,ROU,19414458,24/06/2020,,186,Country_Website
Slovakia,SK,SVK,5450421,24/06/2020,19,,JRC
Slovenia,SI,SVN,2080908,24/06/2020,7,2,Country_Github
United Kingdom,UK,GBR,66647112,24/06/2020,3737,,Country_Website
Austria,AT,AUT,8858775,23/06/2020,68,11,Country_Website
Belgium,BE,BEL,11455519,23/06/2020,281,41,Country_Website
Bulgaria,BG,BGR,7000039,23/06/2020,341,11,External_Github
Croatia,HR,HRV,4076246,23/06/2020,16,,Country_Website
Czechia,CZ,CZE,10649800,23/06/2020,76,9,Country_Website
Denmark,DK,DNK,5806081,23/06/2020,32,8,Country_Website
Estonia,EE,EST,1324820,23/06/2020,6,1,Country_API
France,FR,FRA,67012883,23/06/2020,9446,654,Country_Website
Hungary,HU,HUN,9772756,23/06/2020,183,14,JRC
Iceland,IS,ISL,356991,23/06/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,23/06/2020,40,11,Country_Website
Italy,IT,ITA,60359546,23/06/2020,1968,115,Country_Github
Latvia,LV,LVA,1919968,23/06/2020,9,,Surveillance
Luxembourg,LU,LUX,613894,23/06/2020,11,0,Country_Website
Malta,MT,MLT,493559,23/06/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,23/06/2020,,60,Other Website
Norway,NO,NOR,5328212,23/06/2020,12,,Country_API
Poland,PL,POL,37972812,23/06/2020,1936,,Surveillance
Portugal,PT,PRT,10276617,23/06/2020,441,72,Country_Website
Romania,RO,ROU,19414458,23/06/2020,,200,Country_Website
Slovakia,SK,SVK,5450421,23/06/2020,18,,JRC
Slovenia,SI,SVN,2080908,23/06/2020,5,1,Country_Github
United Kingdom,UK,GBR,66647112,23/06/2020,3846,,Country_Website
Belgium,BE,BEL,11455519,22/06/2020,293,42,Country_Website
Bulgaria,BG,BGR,7000039,22/06/2020,322,13,External_Github
Croatia,HR,HRV,4076246,22/06/2020,9,,Country_Website
Czechia,CZ,CZE,10649800,22/06/2020,75,9,Country_Website
Denmark,DK,DNK,5806081,22/06/2020,37,7,Country_Website
Estonia,EE,EST,1324820,22/06/2020,6,1,Country_API
Finland,FI,FIN,5517919,22/06/2020,21,2,External_Github
France,FR,FRA,67012883,22/06/2020,9648,673,Country_Website
Iceland,IS,ISL,356991,22/06/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,22/06/2020,43,16,Country_Website
Italy,IT,ITA,60359546,22/06/2020,2165,127,Country_Github
Latvia,LV,LVA,1919968,22/06/2020,9,,Surveillance
Luxembourg,LU,LUX,613894,22/06/2020,15,1,Country_Website
Malta,MT,MLT,493559,22/06/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,22/06/2020,,67,Other Website
Norway,NO,NOR,5328212,22/06/2020,13,,Country_API
Poland,PL,POL,37972812,22/06/2020,1899,,Surveillance
Portugal,PT,PRT,10276617,22/06/2020,424,72,Country_Website
Romania,RO,ROU,19414458,22/06/2020,,195,Country_Website
Slovakia,SK,SVK,5450421,22/06/2020,19,,JRC
Slovenia,SI,SVN,2080908,22/06/2020,6,1,Country_Github
United Kingdom,UK,GBR,66647112,22/06/2020,3965,,Country_Website
Belgium,BE,BEL,11455519,21/06/2020,295,50,Country_Website
Bulgaria,BG,BGR,7000039,21/06/2020,322,13,External_Github
Croatia,HR,HRV,4076246,21/06/2020,9,,Country_Website
Czechia,CZ,CZE,10649800,21/06/2020,74,9,Country_Website
Denmark,DK,DNK,5806081,21/06/2020,38,6,Country_Website
Estonia,EE,EST,1324820,21/06/2020,6,1,Country_API
France,FR,FRA,67012883,21/06/2020,9778,687,Country_Website
Hungary,HU,HUN,9772756,21/06/2020,185,15,JRC
Iceland,IS,ISL,356991,21/06/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,21/06/2020,41,16,Country_Website
Italy,IT,ITA,60359546,21/06/2020,2462,148,Country_Github
Latvia,LV,LVA,1919968,21/06/2020,9,,Surveillance
Luxembourg,LU,LUX,613894,21/06/2020,16,2,Country_Website
Malta,MT,MLT,493559,21/06/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,21/06/2020,,65,Other Website
Poland,PL,POL,37972812,21/06/2020,1877,,Surveillance
Portugal,PT,PRT,10276617,21/06/2020,407,69,Country_Website
Romania,RO,ROU,19414458,21/06/2020,,195,Country_Website
Slovakia,SK,SVK,5450421,21/06/2020,19,,JRC
Slovenia,SI,SVN,2080908,21/06/2020,6,1,Country_Github
United Kingdom,UK,GBR,66647112,21/06/2020,3902,,Country_Website
Belgium,BE,BEL,11455519,20/06/2020,292,53,Country_Website
Bulgaria,BG,BGR,7000039,20/06/2020,314,17,External_Github
Croatia,HR,HRV,4076246,20/06/2020,8,,Country_Website
Czechia,CZ,CZE,10649800,20/06/2020,80,9,Country_Website
Denmark,DK,DNK,5806081,20/06/2020,39,6,Country_Website
Estonia,EE,EST,1324820,20/06/2020,8,1,Country_API
France,FR,FRA,67012883,20/06/2020,9792,687,Country_Website
Hungary,HU,HUN,9772756,20/06/2020,186,15,JRC
Iceland,IS,ISL,356991,20/06/2020,4,0,Surveillance
Ireland,IE,IRL,4904240,20/06/2020,41,17,Country_Website
Italy,IT,ITA,60359546,20/06/2020,2626,152,Country_Github
Latvia,LV,LVA,1919968,20/06/2020,9,,Surveillance
Luxembourg,LU,LUX,613894,20/06/2020,13,1,Country_Website
Netherlands,NL,NLD,17282163,20/06/2020,,69,Other Website
Poland,PL,POL,37972812,20/06/2020,1931,,Surveillance
Portugal,PT,PRT,10276617,20/06/2020,422,70,Country_Website
Romania,RO,ROU,19414458,20/06/2020,,190,Country_Website
Slovakia,SK,SVK,5450421,20/06/2020,20,,JRC
Slovenia,SI,SVN,2080908,20/06/2020,6,1,Country_Github
United Kingdom,UK,GBR,66647112,20/06/2020,3930,,Country_Website
Belgium,BE,BEL,11455519,19/06/2020,308,50,Country_Website
Bulgaria,BG,BGR,7000039,19/06/2020,289,13,External_Github
Croatia,HR,HRV,4076246,19/06/2020,8,,Country_Website
Czechia,CZ,CZE,10649800,19/06/2020,82,8,Country_Website
Denmark,DK,DNK,5806081,19/06/2020,37,6,Country_Website
Estonia,EE,EST,1324820,19/06/2020,8,1,Country_API
France,FR,FRA,67012883,19/06/2020,9925,699,Country_Website
Hungary,HU,HUN,9772756,19/06/2020,192,15,JRC
Iceland,IS,ISL,356991,19/06/2020,5,0,Surveillance
Ireland,IE,IRL,4904240,19/06/2020,44,16,Country_Website
Italy,IT,ITA,60359546,19/06/2020,2793,161,Country_Github
Latvia,LV,LVA,1919968,19/06/2020,7,,Surveillance
Luxembourg,LU,LUX,613894,19/06/2020,12,1,Country_Website
Netherlands,NL,NLD,17282163,19/06/2020,,71,Other Website
Norway,NO,NOR,5328212,19/06/2020,17,,Country_API
Poland,PL,POL,37972812,19/06/2020,1886,,Surveillance
Portugal,PT,PRT,10276617,19/06/2020,422,67,Country_Website
Romania,RO,ROU,19414458,19/06/2020,,184,Country_Website
Slovakia,SK,SVK,5450421,19/06/2020,20,,JRC
Slovenia,SI,SVN,2080908,19/06/2020,8,1,Country_Github
United Kingdom,UK,GBR,66647112,19/06/2020,4082,,Country_Website
Belgium,BE,BEL,11455519,18/06/2020,340,52,Country_Website
Bulgaria,BG,BGR,7000039,18/06/2020,276,12,External_Github
Croatia,HR,HRV,4076246,18/06/2020,9,,Country_Website
Czechia,CZ,CZE,10649800,18/06/2020,83,10,Country_Website
Denmark,DK,DNK,5806081,18/06/2020,38,6,Country_Website
Estonia,EE,EST,1324820,18/06/2020,10,1,Country_API
France,FR,FRA,67012883,18/06/2020,10080,724,Country_Website
Hungary,HU,HUN,9772756,18/06/2020,199,15,JRC
Iceland,IS,ISL,356991,18/06/2020,4,0,Surveillance
Ireland,IE,IRL,4904240,18/06/2020,48,21,Country_Website
Italy,IT,ITA,60359546,18/06/2020,3035,168,Country_Github
Latvia,LV,LVA,1919968,18/06/2020,6,,Surveillance
Luxembourg,LU,LUX,613894,18/06/2020,14,2,Country_Website
Netherlands,NL,NLD,17282163,18/06/2020,,76,Other Website
Norway,NO,NOR,5328212,18/06/2020,19,,Country_API
Poland,PL,POL,37972812,18/06/2020,1849,,Surveillance
Portugal,PT,PRT,10276617,18/06/2020,416,67,Country_Website
Romania,RO,ROU,19414458,18/06/2020,,178,Country_Website
Slovakia,SK,SVK,5450421,18/06/2020,20,,JRC
Slovenia,SI,SVN,2080908,18/06/2020,6,1,Country_Github
United Kingdom,UK,GBR,66647112,18/06/2020,4219,,Country_Website
Austria,AT,AUT,8858775,17/06/2020,71,11,Country_Website
Belgium,BE,BEL,11455519,17/06/2020,344,60,Country_Website
Bulgaria,BG,BGR,7000039,17/06/2020,267,13,External_Github
Croatia,HR,HRV,4076246,17/06/2020,5,,Country_Website
Czechia,CZ,CZE,10649800,17/06/2020,82,8,Country_Website
Denmark,DK,DNK,5806081,17/06/2020,39,6,Country_Website
Estonia,EE,EST,1324820,17/06/2020,13,1,Country_API
Finland,FI,FIN,5517919,17/06/2020,26,2,External_Github
France,FR,FRA,67012883,17/06/2020,10222,744,Country_Website
Hungary,HU,HUN,9772756,17/06/2020,210,16,JRC
Iceland,IS,ISL,356991,17/06/2020,4,0,Surveillance
Ireland,IE,IRL,4904240,17/06/2020,60,21,Country_Website
Italy,IT,ITA,60359546,17/06/2020,3276,163,Country_Github
Latvia,LV,LVA,1919968,17/06/2020,6,,Surveillance
Luxembourg,LU,LUX,613894,17/06/2020,12,2,Country_Website
Malta,MT,MLT,493559,17/06/2020,,1,Surveillance
Netherlands,NL,NLD,17282163,17/06/2020,,83,Other Website
Norway,NO,NOR,5328212,17/06/2020,18,,Country_API
Poland,PL,POL,37972812,17/06/2020,1693,,Surveillance
Portugal,PT,PRT,10276617,17/06/2020,435,69,Country_Website
Romania,RO,ROU,19414458,17/06/2020,,161,Country_Website
Slovakia,SK,SVK,5450421,17/06/2020,18,,JRC
Slovenia,SI,SVN,2080908,17/06/2020,7,1,Country_Github
United Kingdom,UK,GBR,66647112,17/06/2020,4348,,Country_Website
Austria,AT,AUT,8858775,16/06/2020,78,12,Country_Website
Belgium,BE,BEL,11455519,16/06/2020,371,67,Country_Website
Bulgaria,BG,BGR,7000039,16/06/2020,253,14,External_Github
Croatia,HR,HRV,4076246,16/06/2020,4,,Country_Website
Czechia,CZ,CZE,10649800,16/06/2020,78,8,Country_Website
Denmark,DK,DNK,5806081,16/06/2020,43,8,Country_Website
Estonia,EE,EST,1324820,16/06/2020,12,1,Country_API
Finland,FI,FIN,5517919,16/06/2020,22,2,External_Github
France,FR,FRA,67012883,16/06/2020,10490,792,Country_Website
Hungary,HU,HUN,9772756,16/06/2020,255,17,JRC
Iceland,IS,ISL,356991,16/06/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,16/06/2020,69,20,Country_Website
Italy,IT,ITA,60359546,16/06/2020,3478,177,Country_Github
Latvia,LV,LVA,1919968,16/06/2020,8,,Surveillance
Luxembourg,LU,LUX,613894,16/06/2020,15,1,Country_Website
Netherlands,NL,NLD,17282163,16/06/2020,,91,Other Website
Norway,NO,NOR,5328212,16/06/2020,18,,Country_API
Poland,PL,POL,37972812,16/06/2020,1806,,Surveillance
Portugal,PT,PRT,10276617,16/06/2020,423,71,Country_Website
Romania,RO,ROU,19414458,16/06/2020,,173,Country_Website
Slovakia,SK,SVK,5450421,16/06/2020,0,,JRC
Slovenia,SI,SVN,2080908,16/06/2020,7,1,Country_Github
United Kingdom,UK,GBR,66647112,16/06/2020,4488,,Country_Website
Austria,AT,AUT,8858775,15/06/2020,79,15,Country_Website
Belgium,BE,BEL,11455519,15/06/2020,393,75,Country_Website
Bulgaria,BG,BGR,7000039,15/06/2020,244,15,External_Github
Croatia,HR,HRV,4076246,15/06/2020,7,,Country_Website
Czechia,CZ,CZE,10649800,15/06/2020,77,9,Country_Website
Denmark,DK,DNK,5806081,15/06/2020,46,9,Country_Website
Estonia,EE,EST,1324820,15/06/2020,14,1,Country_API
Finland,FI,FIN,5517919,15/06/2020,22,3,External_Github
France,FR,FRA,67012883,15/06/2020,10707,818,Country_Website
Hungary,HU,HUN,9772756,15/06/2020,275,19,JRC
Iceland,IS,ISL,356991,15/06/2020,0,0,Surveillance
Ireland,IE,IRL,4904240,15/06/2020,78,24,Country_Website
Italy,IT,ITA,60359546,15/06/2020,3696,207,Country_Github
Latvia,LV,LVA,1919968,15/06/2020,7,,Surveillance
Luxembourg,LU,LUX,613894,15/06/2020,15,2,Country_Website
Netherlands,NL,NLD,17282163,15/06/2020,,100,Other Website
Norway,NO,NOR,5328212,15/06/2020,18,,Country_API
Poland,PL,POL,37972812,15/06/2020,1736,,Surveillance
Portugal,PT,PRT,10276617,15/06/2020,431,73,Country_Website
Romania,RO,ROU,19414458,15/06/2020,,175,Country_Website
Slovakia,SK,SVK,5450421,15/06/2020,24,,JRC
Slovenia,SI,SVN,2080908,15/06/2020,7,1,Country_Github
United Kingdom,UK,GBR,66647112,15/06/2020,4487,,Country_Website
Austria,AT,AUT,8858775,14/06/2020,69,12,Country_Website
Belgium,BE,BEL,11455519,14/06/2020,400,85,Country_Website
Bulgaria,BG,BGR,7000039,14/06/2020,247,16,External_Github
Croatia,HR,HRV,4076246,14/06/2020,7,,Country_Website
Czechia,CZ,CZE,10649800,14/06/2020,68,10,Country_Website
Denmark,DK,DNK,5806081,14/06/2020,49,9,Country_Website
Estonia,EE,EST,1324820,14/06/2020,15,1,Country_API
Finland,FI,FIN,5517919,14/06/2020,26,1,External_Github
France,FR,FRA,67012883,14/06/2020,10836,841,Country_Website
Hungary,HU,HUN,9772756,14/06/2020,275,20,JRC
Iceland,IS,ISL,356991,14/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,14/06/2020,81,27,Country_Website
Italy,IT,ITA,60359546,14/06/2020,3803,209,Country_Github
Latvia,LV,LVA,1919968,14/06/2020,7,,Surveillance
Luxembourg,LU,LUX,613894,14/06/2020,11,1,Country_Website
Netherlands,NL,NLD,17282163,14/06/2020,,101,Other Website
Poland,PL,POL,37972812,14/06/2020,1748,,Surveillance
Portugal,PT,PRT,10276617,14/06/2020,419,73,Country_Website
Romania,RO,ROU,19414458,14/06/2020,,165,Country_Website
Slovakia,SK,SVK,5450421,14/06/2020,24,,JRC
Slovenia,SI,SVN,2080908,14/06/2020,6,0,Country_Github
United Kingdom,UK,GBR,66647112,14/06/2020,4517,,Country_Website
Austria,AT,AUT,8858775,13/06/2020,72,10,Country_Website
Belgium,BE,BEL,11455519,13/06/2020,395,82,Country_Website
Bulgaria,BG,BGR,7000039,13/06/2020,215,15,External_Github
Croatia,HR,HRV,4076246,13/06/2020,6,,Country_Website
Czechia,CZ,CZE,10649800,13/06/2020,67,12,Country_Website
Denmark,DK,DNK,5806081,13/06/2020,9,9,Country_Website
Estonia,EE,EST,1324820,13/06/2020,15,1,Country_API
