country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Finland,FI,FIN,5517919,13/06/2020,26,2,External_Github
France,FR,FRA,67012883,13/06/2020,10864,843,Country_Website
Hungary,HU,HUN,9772756,13/06/2020,283,20,JRC
Iceland,IS,ISL,356991,13/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,13/06/2020,76,,Country_Website
Italy,IT,ITA,60359546,13/06/2020,3967,220,Country_Github
Latvia,LV,LVA,1919968,13/06/2020,7,,Surveillance
Luxembourg,LU,LUX,613894,13/06/2020,13,1,Country_Website
Netherlands,NL,NLD,17282163,13/06/2020,,102,Other Website
Norway,NO,NOR,5328212,13/06/2020,18,,Surveillance
Poland,PL,POL,37972812,13/06/2020,1711,,Surveillance
Portugal,PT,PRT,10276617,13/06/2020,428,77,Country_Website
Romania,RO,ROU,19414458,13/06/2020,,171,Country_Website
Slovakia,SK,SVK,5450421,13/06/2020,24,,JRC
Slovenia,SI,SVN,2080908,13/06/2020,6,0,Country_Github
United Kingdom,UK,GBR,66647112,13/06/2020,4518,,Country_Website
Austria,AT,AUT,8858775,12/06/2020,69,9,Country_Website
Belgium,BE,BEL,11455519,12/06/2020,425,88,Country_Website
Bulgaria,BG,BGR,7000039,12/06/2020,204,15,External_Github
Croatia,HR,HRV,4076246,12/06/2020,6,,Country_Website
Czechia,CZ,CZE,10649800,12/06/2020,68,11,Country_Website
Denmark,DK,DNK,5806081,12/06/2020,12,12,Country_Website
Estonia,EE,EST,1324820,12/06/2020,15,0,Country_API
Finland,FI,FIN,5517919,12/06/2020,23,3,External_Github
France,FR,FRA,67012883,12/06/2020,11079,851,Country_Website
Hungary,HU,HUN,9772756,12/06/2020,290,20,JRC
Iceland,IS,ISL,356991,12/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,12/06/2020,79,27,Country_Website
Italy,IT,ITA,60359546,12/06/2020,4120,227,Country_Github
Latvia,LV,LVA,1919968,12/06/2020,10,,Surveillance
Luxembourg,LU,LUX,613894,12/06/2020,16,0,Country_Website
Malta,MT,MLT,493559,12/06/2020,,2,Surveillance
Netherlands,NL,NLD,17282163,12/06/2020,,104,Other Website
Norway,NO,NOR,5328212,12/06/2020,16,,Country_API
Poland,PL,POL,37972812,12/06/2020,1629,,Surveillance
Portugal,PT,PRT,10276617,12/06/2020,440,73,Country_Website
Romania,RO,ROU,19414458,12/06/2020,,171,Country_Website
Slovakia,SK,SVK,5450421,12/06/2020,24,,JRC
Slovenia,SI,SVN,2080908,12/06/2020,6,0,Country_Github
United Kingdom,UK,GBR,66647112,12/06/2020,4659,,Country_Website
Austria,AT,AUT,8858775,11/06/2020,81,14,Country_Website
Belgium,BE,BEL,11455519,11/06/2020,479,89,Country_Website
Bulgaria,BG,BGR,7000039,11/06/2020,187,17,External_Github
Croatia,HR,HRV,4076246,11/06/2020,7,,Country_Website
Czechia,CZ,CZE,10649800,11/06/2020,63,12,Country_Website
Denmark,DK,DNK,5806081,11/06/2020,13,13,Country_Website
Estonia,EE,EST,1324820,11/06/2020,15,0,Country_API
Finland,FI,FIN,5517919,11/06/2020,25,4,External_Github
France,FR,FRA,67012883,11/06/2020,11420,875,Country_Website
Hungary,HU,HUN,9772756,11/06/2020,321,19,JRC
Iceland,IS,ISL,356991,11/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,11/06/2020,89,27,Country_Website
Italy,IT,ITA,60359546,11/06/2020,4367,236,Country_Github
Latvia,LV,LVA,1919968,11/06/2020,11,,Surveillance
Luxembourg,LU,LUX,613894,11/06/2020,15,0,Country_Website
Netherlands,NL,NLD,17282163,11/06/2020,,107,Other Website
Norway,NO,NOR,5328212,11/06/2020,16,,Country_API
Portugal,PT,PRT,10276617,11/06/2020,415,70,Country_Website
Romania,RO,ROU,19414458,11/06/2020,,153,Country_Website
Slovakia,SK,SVK,5450421,11/06/2020,28,,JRC
Slovenia,SI,SVN,2080908,11/06/2020,6,0,Country_Github
United Kingdom,UK,GBR,66647112,11/06/2020,4728,,Country_Website
Austria,AT,AUT,8858775,10/06/2020,80,17,Country_Website
Belgium,BE,BEL,11455519,10/06/2020,484,99,Country_Website
Bulgaria,BG,BGR,7000039,10/06/2020,161,13,External_Github
Croatia,HR,HRV,4076246,10/06/2020,7,,Country_Website
Czechia,CZ,CZE,10649800,10/06/2020,64,11,Country_Website
Denmark,DK,DNK,5806081,10/06/2020,17,17,Country_Website
Estonia,EE,EST,1324820,10/06/2020,15,0,Country_API
Finland,FI,FIN,5517919,10/06/2020,28,4,External_Github
France,FR,FRA,67012883,10/06/2020,11632,904,Country_Website
Hungary,HU,HUN,9772756,10/06/2020,344,20,JRC
Iceland,IS,ISL,356991,10/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,10/06/2020,102,29,Country_Website
Italy,IT,ITA,60359546,10/06/2020,4569,249,Country_Github
Latvia,LV,LVA,1919968,10/06/2020,11,,Surveillance
Luxembourg,LU,LUX,613894,10/06/2020,17,1,Country_Website
Netherlands,NL,NLD,17282163,10/06/2020,,111,Other Website
Norway,NO,NOR,5328212,10/06/2020,18,,Country_API
Poland,PL,POL,37972812,10/06/2020,1993,,Surveillance
Portugal,PT,PRT,10276617,10/06/2020,417,70,Country_Website
Romania,RO,ROU,19414458,10/06/2020,,150,Country_Website
Slovakia,SK,SVK,5450421,10/06/2020,28,,JRC
Slovenia,SI,SVN,2080908,10/06/2020,6,0,Country_Github
United Kingdom,UK,GBR,66647112,10/06/2020,4969,,Country_Website
Austria,AT,AUT,8858775,09/06/2020,84,19,Country_Website
Belgium,BE,BEL,11455519,09/06/2020,527,102,Country_Website
Bulgaria,BG,BGR,7000039,09/06/2020,152,15,External_Github
Croatia,HR,HRV,4076246,09/06/2020,6,,Country_Website
Czechia,CZ,CZE,10649800,09/06/2020,62,9,Country_Website
Denmark,DK,DNK,5806081,09/06/2020,73,15,Country_Website
Estonia,EE,EST,1324820,09/06/2020,16,0,Country_API
Finland,FI,FIN,5517919,09/06/2020,28,4,External_Github
France,FR,FRA,67012883,09/06/2020,11915,926,Country_Website
Hungary,HU,HUN,9772756,09/06/2020,365,20,JRC
Iceland,IS,ISL,356991,09/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,09/06/2020,110,35,Country_Website
Italy,IT,ITA,60359546,09/06/2020,4844,263,Country_Github
Latvia,LV,LVA,1919968,09/06/2020,12,,Surveillance
Luxembourg,LU,LUX,613894,09/06/2020,17,1,Country_Website
Netherlands,NL,NLD,17282163,09/06/2020,,114,Other Website
Norway,NO,NOR,5328212,09/06/2020,21,,Country_API
Poland,PL,POL,37972812,09/06/2020,2039,,Surveillance
Portugal,PT,PRT,10276617,09/06/2020,394,65,Country_Website
Slovakia,SK,SVK,5450421,09/06/2020,28,,JRC
Slovenia,SI,SVN,2080908,09/06/2020,6,0,Country_Github
United Kingdom,UK,GBR,66647112,09/06/2020,5227,,Country_Website
Austria,AT,AUT,8858775,08/06/2020,82,17,Country_Website
Belgium,BE,BEL,11455519,08/06/2020,575,115,Country_Website
Bulgaria,BG,BGR,7000039,08/06/2020,158,12,External_Github
Croatia,HR,HRV,4076246,08/06/2020,10,,Country_Website
Czechia,CZ,CZE,10649800,08/06/2020,59,9,Country_Website
Denmark,DK,DNK,5806081,08/06/2020,79,16,Country_Website
Estonia,EE,EST,1324820,08/06/2020,15,0,Country_API
Finland,FI,FIN,5517919,08/06/2020,38,6,External_Github
France,FR,FRA,67012883,08/06/2020,12269,995,Country_Website
Hungary,HU,HUN,9772756,08/06/2020,385,21,JRC
Iceland,IS,ISL,356991,08/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,08/06/2020,122,34,Country_Website
Italy,IT,ITA,60359546,08/06/2020,5012,283,Country_Github
Latvia,LV,LVA,1919968,08/06/2020,11,,Surveillance
Luxembourg,LU,LUX,613894,08/06/2020,20,2,Country_Website
Netherlands,NL,NLD,17282163,08/06/2020,,122,Other Website
Norway,NO,NOR,5328212,08/06/2020,21,,Country_API
Poland,PL,POL,37972812,08/06/2020,1881,,Surveillance
Portugal,PT,PRT,10276617,08/06/2020,366,55,Country_Website
Romania,RO,ROU,19414458,08/06/2020,,146,Country_Website
Slovakia,SK,SVK,5450421,08/06/2020,37,,JRC
Slovenia,SI,SVN,2080908,08/06/2020,5,0,Country_Github
United Kingdom,UK,GBR,66647112,08/06/2020,5408,,Country_Website
Austria,AT,AUT,8858775,07/06/2020,69,17,Country_Website
Belgium,BE,BEL,11455519,07/06/2020,576,116,Country_Website
Bulgaria,BG,BGR,7000039,07/06/2020,155,12,External_Github
Croatia,HR,HRV,4076246,07/06/2020,10,,Country_Website
Czechia,CZ,CZE,10649800,07/06/2020,62,10,Country_Website
Denmark,DK,DNK,5806081,07/06/2020,75,15,Country_Website
Estonia,EE,EST,1324820,07/06/2020,15,0,Country_API
Finland,FI,FIN,5517919,07/06/2020,40,6,External_Github
France,FR,FRA,67012883,07/06/2020,12415,1024,Country_Website
Hungary,HU,HUN,9772756,07/06/2020,386,21,JRC
Iceland,IS,ISL,356991,07/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,07/06/2020,125,34,Country_Website
Italy,IT,ITA,60359546,07/06/2020,5151,287,Country_Github
Latvia,LV,LVA,1919968,07/06/2020,11,,Surveillance
Luxembourg,LU,LUX,613894,07/06/2020,18,2,Country_Website
Netherlands,NL,NLD,17282163,07/06/2020,,123,Other Website
Norway,NO,NOR,5328212,07/06/2020,21,,Surveillance
Poland,PL,POL,37972812,07/06/2020,2007,,Surveillance
Portugal,PT,PRT,10276617,07/06/2020,398,58,Country_Website
Romania,RO,ROU,19414458,07/06/2020,,144,Country_Website
Slovakia,SK,SVK,5450421,07/06/2020,38,,JRC
Slovenia,SI,SVN,2080908,07/06/2020,5,0,Country_Github
United Kingdom,UK,GBR,66647112,07/06/2020,5429,,Country_Website
Austria,AT,AUT,8858775,06/06/2020,72,17,Country_Website
Belgium,BE,BEL,11455519,06/06/2020,573,111,Country_Website
Bulgaria,BG,BGR,7000039,06/06/2020,147,12,External_Github
Croatia,HR,HRV,4076246,06/06/2020,10,,Country_Website
Czechia,CZ,CZE,10649800,06/06/2020,60,9,Country_Website
Denmark,DK,DNK,5806081,06/06/2020,81,,Country_Website
Estonia,EE,EST,1324820,06/06/2020,14,0,Country_API
Finland,FI,FIN,5517919,06/06/2020,39,7,External_Github
France,FR,FRA,67012883,06/06/2020,12433,1030,Country_Website
Hungary,HU,HUN,9772756,06/06/2020,387,21,JRC
Iceland,IS,ISL,356991,06/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,06/06/2020,122,36,Country_Website
Italy,IT,ITA,60359546,06/06/2020,5295,293,Country_Github
Latvia,LV,LVA,1919968,06/06/2020,11,,Surveillance
Luxembourg,LU,LUX,613894,06/06/2020,13,1,Country_Website
Netherlands,NL,NLD,17282163,06/06/2020,,124,Other Website
Norway,NO,NOR,5328212,06/06/2020,21,,Surveillance
Poland,PL,POL,37972812,06/06/2020,2128,,Surveillance
Portugal,PT,PRT,10276617,06/06/2020,414,57,Country_Website
Romania,RO,ROU,19414458,06/06/2020,,153,Country_Website
Slovakia,SK,SVK,5450421,06/06/2020,37,,JRC
Slovenia,SI,SVN,2080908,06/06/2020,6,0,Country_Github
United Kingdom,UK,GBR,66647112,06/06/2020,5630,,Country_Website
Austria,AT,AUT,8858775,05/06/2020,75,20,Country_Website
Belgium,BE,BEL,11455519,05/06/2020,647,121,Country_Website
Bulgaria,BG,BGR,7000039,05/06/2020,149,8,External_Github
Croatia,HR,HRV,4076246,05/06/2020,12,,Country_Website
Czechia,CZ,CZE,10649800,05/06/2020,60,9,Country_Website
Denmark,DK,DNK,5806081,05/06/2020,85,17,Country_Website
Estonia,EE,EST,1324820,05/06/2020,14,0,Country_API
Finland,FI,FIN,5517919,05/06/2020,51,8,External_Github
France,FR,FRA,67012883,05/06/2020,12650,1065,Country_Website
Hungary,HU,HUN,9772756,05/06/2020,397,21,JRC
Iceland,IS,ISL,356991,05/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,05/06/2020,139,37,Country_Website
Italy,IT,ITA,60359546,05/06/2020,5617,316,Country_Github
Latvia,LV,LVA,1919968,05/06/2020,10,,Surveillance
Luxembourg,LU,LUX,613894,05/06/2020,19,1,Country_Website
Netherlands,NL,NLD,17282163,05/06/2020,,126,Other Website
Norway,NO,NOR,5328212,05/06/2020,22,,Country_API
Poland,PL,POL,37972812,05/06/2020,2085,,Surveillance
Portugal,PT,PRT,10276617,05/06/2020,475,64,Country_Website
Romania,RO,ROU,19414458,05/06/2020,,152,Country_Website
Slovakia,SK,SVK,5450421,05/06/2020,39,,JRC
Slovenia,SI,SVN,2080908,05/06/2020,6,0,Country_Github
United Kingdom,UK,GBR,66647112,05/06/2020,5840,,Country_Website
Austria,AT,AUT,8858775,04/06/2020,87,22,Country_Website
Belgium,BE,BEL,11455519,04/06/2020,702,137,Country_Website
Bulgaria,BG,BGR,7000039,04/06/2020,141,8,External_Github
Croatia,HR,HRV,4076246,04/06/2020,15,,Country_Website
Czechia,CZ,CZE,10649800,04/06/2020,59,9,Country_Website
Denmark,DK,DNK,5806081,04/06/2020,97,17,Country_Website
Estonia,EE,EST,1324820,04/06/2020,17,1,Country_API
Finland,FI,FIN,5517919,04/06/2020,50,7,External_Github
France,FR,FRA,67012883,04/06/2020,13054,1133,Country_Website
Hungary,HU,HUN,9772756,04/06/2020,406,24,JRC
Iceland,IS,ISL,356991,04/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,04/06/2020,154,36,Country_Website
Italy,IT,ITA,60359546,04/06/2020,5841,338,Country_Github
Latvia,LV,LVA,1919968,04/06/2020,10,,Surveillance
Luxembourg,LU,LUX,613894,04/06/2020,19,1,Country_Website
Netherlands,NL,NLD,17282163,04/06/2020,,128,Other Website
Norway,NO,NOR,5328212,04/06/2020,29,,Country_API
Poland,PL,POL,37972812,04/06/2020,2102,,Surveillance
Portugal,PT,PRT,10276617,04/06/2020,445,58,Country_Website
Slovakia,SK,SVK,5450421,04/06/2020,32,,JRC
Slovenia,SI,SVN,2080908,04/06/2020,5,0,Country_Github
United Kingdom,UK,GBR,66647112,04/06/2020,5995,,Country_Website
Austria,AT,AUT,8858775,03/06/2020,87,21,Country_Website
Belgium,BE,BEL,11455519,03/06/2020,739,145,Country_Website
Bulgaria,BG,BGR,7000039,03/06/2020,132,9,External_Github
Croatia,HR,HRV,4076246,03/06/2020,17,,Country_Website
Czechia,CZ,CZE,10649800,03/06/2020,64,10,Country_Website
Denmark,DK,DNK,5806081,03/06/2020,100,20,Country_Website
Estonia,EE,EST,1324820,03/06/2020,21,1,Country_API
Finland,FI,FIN,5517919,03/06/2020,51,7,External_Github
France,FR,FRA,67012883,03/06/2020,13465,1179,Country_Website
Hungary,HU,HUN,9772756,03/06/2020,414,24,JRC
Iceland,IS,ISL,356991,03/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,03/06/2020,166,37,Country_Website
Italy,IT,ITA,60359546,03/06/2020,6095,353,Country_Github
Latvia,LV,LVA,1919968,03/06/2020,11,,Surveillance
Luxembourg,LU,LUX,613894,03/06/2020,21,3,Country_Website
Netherlands,NL,NLD,17282163,03/06/2020,,130,Other Website
Norway,NO,NOR,5328212,03/06/2020,27,,Country_API
Poland,PL,POL,37972812,03/06/2020,2150,,Surveillance
Portugal,PT,PRT,10276617,03/06/2020,428,56,Country_Website
Romania,RO,ROU,19414458,03/06/2020,,162,Country_Website
Slovakia,SK,SVK,5450421,03/06/2020,42,,JRC
Slovenia,SI,SVN,2080908,03/06/2020,5,0,Country_Github
United Kingdom,UK,GBR,66647112,03/06/2020,6252,,Country_Website
Austria,AT,AUT,8858775,02/06/2020,88,26,Country_Website
Belgium,BE,BEL,11455519,02/06/2020,821,172,Country_Website
Bulgaria,BG,BGR,7000039,02/06/2020,141,20,External_Github
Croatia,HR,HRV,4076246,02/06/2020,17,,Country_Website
Czechia,CZ,CZE,10649800,02/06/2020,74,11,Country_Website
Denmark,DK,DNK,5806081,02/06/2020,99,21,Country_Website
Estonia,EE,EST,1324820,02/06/2020,21,1,Country_API
Finland,FI,FIN,5517919,02/06/2020,62,9,External_Github
France,FR,FRA,67012883,02/06/2020,13978,1221,Country_Website
Hungary,HU,HUN,9772756,02/06/2020,427,24,JRC
Iceland,IS,ISL,356991,02/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,02/06/2020,194,36,Country_Website
Italy,IT,ITA,60359546,02/06/2020,6324,408,Country_Github
Latvia,LV,LVA,1919968,02/06/2020,14,,Surveillance
Luxembourg,LU,LUX,613894,02/06/2020,22,2,Country_Website
Malta,MT,MLT,493559,02/06/2020,,2,Surveillance
Netherlands,NL,NLD,17282163,02/06/2020,,144,Other Website
Norway,NO,NOR,5328212,02/06/2020,32,,Country_API
Poland,PL,POL,37972812,02/06/2020,2219,,Surveillance
Portugal,PT,PRT,10276617,02/06/2020,432,58,Country_Website
Romania,RO,ROU,19414458,02/06/2020,,166,Country_Website
Slovakia,SK,SVK,5450421,02/06/2020,38,,JRC
Slovenia,SI,SVN,2080908,02/06/2020,5,1,Country_Github
United Kingdom,UK,GBR,66647112,02/06/2020,6446,,Country_Website
Austria,AT,AUT,8858775,01/06/2020,97,29,Country_Website
Belgium,BE,BEL,11455519,01/06/2020,821,166,Country_Website
Bulgaria,BG,BGR,7000039,01/06/2020,153,16,External_Github
Croatia,HR,HRV,4076246,01/06/2020,22,,Country_Website
Czechia,CZ,CZE,10649800,01/06/2020,72,13,Country_Website
Denmark,DK,DNK,5806081,01/06/2020,103,20,Country_Website
Estonia,EE,EST,1324820,01/06/2020,22,2,Country_API
Finland,FI,FIN,5517919,01/06/2020,68,9,External_Github
France,FR,FRA,67012883,01/06/2020,14237,1270,Country_Website
Hungary,HU,HUN,9772756,01/06/2020,417,25,JRC
Iceland,IS,ISL,356991,01/06/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,01/06/2020,176,37,Country_Website
Italy,IT,ITA,60359546,01/06/2020,6523,424,Country_Github
Latvia,LV,LVA,1919968,01/06/2020,18,,Surveillance
Luxembourg,LU,LUX,613894,01/06/2020,25,4,Country_Website
Netherlands,NL,NLD,17282163,01/06/2020,,149,Other Website
Norway,NO,NOR,5328212,01/06/2020,29,,Country_API
Poland,PL,POL,37972812,01/06/2020,2181,,Surveillance
Portugal,PT,PRT,10276617,01/06/2020,471,64,Country_Website
Romania,RO,ROU,19414458,01/06/2020,,159,Country_Website
Slovakia,SK,SVK,5450421,01/06/2020,48,,JRC
Slovenia,SI,SVN,2080908,01/06/2020,5,1,Country_Github
United Kingdom,UK,GBR,66647112,01/06/2020,6630,,Country_Website
Austria,AT,AUT,8858775,31/05/2020,97,27,Country_Website
Belgium,BE,BEL,11455519,31/05/2020,818,164,Country_Website
Bulgaria,BG,BGR,7000039,31/05/2020,161,17,External_Github
Croatia,HR,HRV,4076246,31/05/2020,23,,Country_Website
Czechia,CZ,CZE,10649800,31/05/2020,69,12,Country_Website
Denmark,DK,DNK,5806081,31/05/2020,98,20,Country_Website
Estonia,EE,EST,1324820,31/05/2020,27,2,Country_API
Finland,FI,FIN,5517919,31/05/2020,68,10,External_Github
France,FR,FRA,67012883,31/05/2020,14271,1287,Country_Website
Hungary,HU,HUN,9772756,31/05/2020,419,25,JRC
Iceland,IS,ISL,356991,31/05/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,31/05/2020,184,36,Country_Website
Italy,IT,ITA,60359546,31/05/2020,6822,435,Country_Github
Latvia,LV,LVA,1919968,31/05/2020,18,,Surveillance
Luxembourg,LU,LUX,613894,31/05/2020,28,4,Country_Website
Netherlands,NL,NLD,17282163,31/05/2020,,152,Other Website
Norway,NO,NOR,5328212,31/05/2020,28,,Country_API
Poland,PL,POL,37972812,31/05/2020,2134,,Surveillance
Portugal,PT,PRT,10276617,31/05/2020,474,64,Country_Website
Romania,RO,ROU,19414458,31/05/2020,,160,Country_Website
Slovakia,SK,SVK,5450421,31/05/2020,46,,JRC
Slovenia,SI,SVN,2080908,31/05/2020,6,2,Country_Github
United Kingdom,UK,GBR,66647112,31/05/2020,6578,,Country_Website
Austria,AT,AUT,8858775,30/05/2020,98,23,Country_Website
Belgium,BE,BEL,11455519,30/05/2020,823,168,Country_Website
Bulgaria,BG,BGR,7000039,30/05/2020,165,18,External_Github
Croatia,HR,HRV,4076246,30/05/2020,27,,Country_Website
Czechia,CZ,CZE,10649800,30/05/2020,71,12,Country_Website
Denmark,DK,DNK,5806081,30/05/2020,100,20,Country_Website
Estonia,EE,EST,1324820,30/05/2020,28,2,Country_API
Finland,FI,FIN,5517919,30/05/2020,71,11,External_Github
France,FR,FRA,67012883,30/05/2020,14329,1293,Country_Website
Hungary,HU,HUN,9772756,30/05/2020,414,22,JRC
Iceland,IS,ISL,356991,30/05/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,30/05/2020,173,36,Country_Website
Italy,IT,ITA,60359546,30/05/2020,7130,450,Country_Github
Latvia,LV,LVA,1919968,30/05/2020,18,,Surveillance
Luxembourg,LU,LUX,613894,30/05/2020,27,4,Country_Website
Netherlands,NL,NLD,17282163,30/05/2020,,149,Other Website
Norway,NO,NOR,5328212,30/05/2020,28,,Country_API
Poland,PL,POL,37972812,30/05/2020,2207,,Surveillance
Portugal,PT,PRT,10276617,30/05/2020,514,63,Country_Website
Romania,RO,ROU,19414458,30/05/2020,,160,Country_Website
Slovakia,SK,SVK,5450421,30/05/2020,56,,JRC
Slovenia,SI,SVN,2080908,30/05/2020,7,2,Country_Github
United Kingdom,UK,GBR,66647112,30/05/2020,6611,,Country_Website
Austria,AT,AUT,8858775,29/05/2020,103,25,Country_Website
Belgium,BE,BEL,11455519,29/05/2020,892,173,Country_Website
Bulgaria,BG,BGR,7000039,29/05/2020,191,20,External_Github
Croatia,HR,HRV,4076246,29/05/2020,28,,Country_Website
Czechia,CZ,CZE,10649800,29/05/2020,70,15,Country_Website
Denmark,DK,DNK,5806081,29/05/2020,106,18,Country_Website
Estonia,EE,EST,1324820,29/05/2020,27,2,Country_API
Finland,FI,FIN,5517919,29/05/2020,74,10,External_Github
France,FR,FRA,67012883,29/05/2020,14643,1328,Country_Website
Hungary,HU,HUN,9772756,29/05/2020,384,24,JRC
Iceland,IS,ISL,356991,29/05/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,29/05/2020,197,42,Country_Website
Italy,IT,ITA,60359546,29/05/2020,7569,475,Country_Github
Latvia,LV,LVA,1919968,29/05/2020,22,,Surveillance
Luxembourg,LU,LUX,613894,29/05/2020,29,4,Country_Website
Netherlands,NL,NLD,17282163,29/05/2020,,158,Other Website
Norway,NO,NOR,5328212,29/05/2020,30,,Country_API
Poland,PL,POL,37972812,29/05/2020,2035,,Surveillance
Portugal,PT,PRT,10276617,29/05/2020,529,66,Country_Website
Romania,RO,ROU,19414458,29/05/2020,,182,Country_Website
Slovakia,SK,SVK,5450421,29/05/2020,59,,JRC
Slovenia,SI,SVN,2080908,29/05/2020,7,2,Country_Github
United Kingdom,UK,GBR,66647112,29/05/2020,6902,,Country_Website
Austria,AT,AUT,8858775,28/05/2020,107,30,Country_Website
Belgium,BE,BEL,11455519,28/05/2020,939,187,Country_Website
Bulgaria,BG,BGR,7000039,28/05/2020,198,20,External_Github
Croatia,HR,HRV,4076246,28/05/2020,34,,Country_Website
Czechia,CZ,CZE,10649800,28/05/2020,72,15,Country_Website
Denmark,DK,DNK,5806081,28/05/2020,110,20,Country_Website
Estonia,EE,EST,1324820,28/05/2020,33,1,Country_API
Finland,FI,FIN,5517919,28/05/2020,83,11,External_Github
France,FR,FRA,67012883,28/05/2020,15155,1395,Country_Website
Hungary,HU,HUN,9772756,28/05/2020,404,24,JRC
Iceland,IS,ISL,356991,28/05/2020,0,0,Country_Website
Ireland,IE,IRL,4904240,28/05/2020,231,45,Country_Website
Italy,IT,ITA,60359546,28/05/2020,7868,489,Country_Github
Latvia,LV,LVA,1919968,28/05/2020,23,,Surveillance
Luxembourg,LU,LUX,613894,28/05/2020,30,5,Country_Website
Netherlands,NL,NLD,17282163,28/05/2020,,168,Other Website
Norway,NO,NOR,5328212,28/05/2020,36,,Country_API
Poland,PL,POL,37972812,28/05/2020,2248,,Surveillance
Portugal,PT,PRT,10276617,28/05/2020,512,65,Country_Website
Romania,RO,ROU,19414458,28/05/2020,,182,Country_Website
Slovakia,SK,SVK,5450421,28/05/2020,62,,JRC
